symbol,gene_id,LOEUF,oe_lof,pLI,mis_z,obs_lof,exp_lof,obs_mis,exp_mis,obs_syn,exp_syn,n_variants,n_common,n_common_func,n_common_lof,cum_maf_func,trials,n_trials,source,status,low_exp_lof,rate_syn,rate_mis,oe_syn,qc_syn_excess,tolerance,burden_v1,score_v1,rank_v1
GRIN2A,ENSG00000183454,0.277069250351326,0.194033434161012,0.9999999999997278,3.779858205355719,22.0,113.38252139445228,1502,1886.9931474113105,827,738.4336179380547,4962.0,10.0,0.0,0.0,0.0,AMANTADINE (NCT04952519); AV-101 (NCT05036135); AV-101 (NCT05557942),3,first_drug,,False,0.0,0.0,1.1199381771231534,False,0.138534625175663,0.0,0.0,140
GRIN2B,ENSG00000273079,0.0917793194721624,0.0436502495563143,1.0,8.082912582046218,5.0,114.54688233911168,1108,1943.514776227988,787,745.1074052786887,4215.0,17.0,0.0,0.0,0.0,AMANTADINE (NCT04952519); AV-101 (NCT05036135); AV-101 (NCT05557942),3,first_drug,,False,0.0,0.0,1.0562235651189675,False,0.0458896597360812,0.0,0.0,141
GRIN2D,ENSG00000105464,0.4718255881861064,0.3586517257078286,0.9956352725692164,3.450324883817174,37.0,103.16414880474214,1557,1910.622386638064,845,885.6474636566653,8924.0,14.0,0.0,0.0,0.0,AMANTADINE (NCT04952519); AV-101 (NCT05036135); AV-101 (NCT05557942),3,first_drug,,False,0.0,0.0,0.9541042397515148,False,0.2359127940930532,0.0,0.0,142
GRM5,ENSG00000168959,0.3354389961213168,0.228605263584306,0.9999999750972306,4.582999434629286,19.0,83.11269697862008,1160,1588.2547796661524,675,633.6402657418744,5176.0,9.0,0.0,0.0,0.0,MAVOGLURANT (NCT01348087); MAVOGLURANT (NCT01433354),2,first_drug,,False,0.0,0.0,1.0652732102018503,False,0.1677194980606584,0.0,0.0,143
GUCY1A1,ENSG00000164116,0.9470927507108644,0.7445957814119617,1.2530690208408505e-12,0.3159672206753726,48.0,64.46450704968888,804,825.2831471597831,308,303.3985026292184,2880.0,5.0,0.0,0.0,0.0,NITRIC OXIDE (NCT02725372),1,first_drug,,False,0.0,0.0,1.0151665131202214,False,0.4735463753554322,0.0,0.0,144
GUCY1A2,ENSG00000152402,0.5861493138113386,0.4250406236898703,0.1108587524955384,2.051110964017394,27.0,63.52333987656784,768,913.3445699578664,364,343.46664244283363,4223.0,11.0,0.0,0.0,0.0,NITRIC OXIDE (NCT02725372),1,first_drug,,False,0.0,0.0,1.0597826834394375,False,0.2930746569056693,0.0,0.0,145
HSP90AB1,ENSG00000096384,0.376157799987966,0.2507794383993953,0.9999955177497326,2.9840787206860595,17.0,67.78865168732663,690,899.8930476828932,390,312.8579381896362,3030.0,10.0,0.0,0.0,0.0,GANETESPIB (NCT01798485),1,first_drug,,False,0.0,0.0,1.2465721734815143,False,0.188078899993983,0.0,0.0,146
HTR3A,ENSG00000166736,1.052751414264853,0.821109281188409,3.5154576312902373e-13,-0.739452869444225,45.0,54.803911039551934,657,614.0364743639069,297,255.95892110610544,2838.0,11.0,0.0,0.0,0.0,RENZAPRIDE (NCT00607971),1,first_drug,,False,0.0,0.0,1.1603424436879908,False,0.5263757071324265,0.0,0.0,147
HTR4,ENSG00000164270,0.6601741119084973,0.4346613699168872,0.1281573932946612,1.0173523761423058,16.0,36.81026451248567,438,490.84911762374384,189,185.14499439305905,3227.0,13.0,0.0,0.0,0.0,PRUCALOPRIDE (NCT04759833); RENZAPRIDE (NCT00607971),2,first_drug,,False,0.0,0.0,1.0208215491840782,False,0.33008705595424864,0.0,0.0,148
HTR6,ENSG00000158748,1.3296999347346878,0.8635488144263725,2.3602191877437244e-05,0.6528577949236535,15.0,17.370181916078494,578,615.9925689168012,326,295.50703069514105,1853.0,6.0,0.0,0.0,0.0,INTEPIRDINE (NCT02928445),1,first_drug,,False,0.0,0.0,1.103188642358621,False,0.6648499673673439,0.0,0.0,149
IL33,ENSG00000137033,1.7833772967192716,1.3556097021262896,2.3090042515888047e-16,-2.2875773047728027,37.0,27.293991730779936,406,311.35531111073306,132,102.87641971974574,1985.0,6.0,0.0,0.0,0.0,ITEPEKIMAB (NCT03736967); TORUDOKIMAB (NCT03831191),2,first_drug,,False,0.0,0.0,1.283092863841804,False,0.8916886483596358,0.0,0.0,150
IMPDH1,ENSG00000106348,0.7237034032233157,0.5577683929871876,6.305031130791036e-07,2.670079407299512,41.0,73.507212878127,645,824.80053233189,318,334.3417116632857,4483.0,11.0,0.0,0.0,0.0,MYCOPHENOLATE MOFETIL (NCT00430677); MYCOPHENOLATE MOFETIL (NCT00318474),2,second_drug,ok,False,0.0,0.0,0.9511227253638536,False,0.36185170161165786,0.0,0.0,151
IMPDH2,ENSG00000178035,0.7632724059046239,0.5708315573089033,4.573606591951081e-06,3.5408586321185926,33.0,57.81039884265223,446,659.1545132250319,270,241.3104788282763,2857.0,3.0,0.0,0.0,0.0,MYCOPHENOLATE MOFETIL (NCT00430677); MYCOPHENOLATE MOFETIL (NCT00318474),2,second_drug,ok,False,0.0,0.0,1.1188904904214292,False,0.38163620295231193,0.0,0.0,152
ITGB1,ENSG00000150093,0.3900430417197087,0.2773441916140604,0.9999979167315394,5.418097422911092,24.0,86.53507347793067,556,946.9289539639204,323,316.7571418046295,4559.0,18.0,0.0,0.0,0.0,NATALIZUMAB (NCT01416181),1,first_drug,,False,0.0,0.0,1.0197086580583588,False,0.19502152085985436,0.0,0.0,153
JAK1,ENSG00000162434,0.17790951011013,0.1171363584102942,1.0,6.620439806909,16.0,136.59294361838278,859,1450.129382925341,492,519.5545964027341,5104.0,16.0,0.0,0.0,0.0,BARICITINIB (NCT04891133); ITACITINIB (NCT03584516); RUXOLITINIB (NCT04551053); RUXOLITINIB (NCT04551066),4,first_drug,,False,0.0,0.0,0.9469649646187037,False,0.088954755055065,0.0,0.0,154
JAK2,ENSG00000096968,0.738709681829725,0.6174502535225439,1.192797862619491e-16,-0.7023645562885266,86.0,139.28247580978606,1421,1360.2612184885934,490,437.67643029804174,6809.0,6.0,0.0,0.0,0.0,BARICITINIB (NCT04891133); RUXOLITINIB (NCT04551053); RUXOLITINIB (NCT04551066),3,first_drug,,False,0.0,0.0,1.1195485205048117,False,0.3693548409148625,0.0,0.0,155
JAK3,ENSG00000105639,0.8698544956433842,0.7285705613878288,1.0028722955716938e-21,2.7234530441495757,88.0,120.78445748943224,1254,1501.437705944095,592,628.6111377217629,7302.0,31.0,0.0,0.0,0.0,RUXOLITINIB (NCT04551053); RUXOLITINIB (NCT04551066),2,second_drug,ok,False,0.0,0.0,0.9417586874861135,False,0.4349272478216921,0.0,0.0,156
LTB,ENSG00000227507,1.7330861134541498,1.155425627871406,3.017308968958557e-07,0.8593368267299707,17.0,14.713192774958966,288,324.28429698211124,163,157.32620737535078,1635.0,1.0,0.0,0.0,0.0,BAMINERCEPT (NCT00458861),1,first_drug,,False,0.0,0.0,1.0360638746671915,False,0.8665430567270749,0.0,0.0,157
MS4A1,ENSG00000156738,0.9160011480558762,0.6030989502275332,0.0008456297112152,0.067983009932596,16.0,26.52964325997189,350,352.99486265945313,128,117.642507333244,1320.0,2.0,0.0,0.0,0.0,OFATUMUMAB (NCT01077518); OFATUMUMAB (NCT01200589); RITUXIMAB (NCT01200589); RITUXIMAB (NCT01232556); RITUXIMAB (NCT02626455),5,first_drug,,False,0.0,0.0,1.088042093810671,False,0.4580005740279381,0.0,0.0,158
MYL2,ENSG00000111245,1.2134374035470443,0.8269705689812006,3.0179974526728193e-06,1.01953323114962,19.0,22.975424655568276,180,215.05662723793105,78,76.16856614446647,1559.0,13.0,0.0,0.0,0.0,MAVACAMTEN (NCT05582395),1,first_drug,,False,0.0,0.0,1.0240444838105514,False,0.6067187017735222,0.0,0.0,159
MYL3,ENSG00000160808,0.8532368077663065,0.5154797495195456,0.0286205241154471,1.267387330049352,11.0,21.339344581921175,206,253.29497231127175,88,91.57048088197692,1082.0,3.0,0.0,0.0,0.0,MAVACAMTEN (NCT05582395),1,first_drug,,False,0.0,0.0,0.9610083855890325,False,0.42661840388315325,0.0,0.0,160
MYL4,ENSG00000198336,1.1236252617218214,0.7397995267056484,6.719402848046035e-05,0.1050210927428429,16.0,21.627480719335583,249,252.9161302369627,82,95.68424928780618,1199.0,1.0,0.0,0.0,0.0,MAVACAMTEN (NCT05582395),1,first_drug,,False,0.0,0.0,0.8569853514067327,False,0.5618126308609107,0.0,0.0,161
NCBP2,ENSG00000114503,0.6715056840500596,0.3721632030145467,0.5620656137323271,2.3694677251333873,8.0,21.49594569049134,127,206.91746548175675,92,75.82805131084172,1205.0,2.0,0.0,0.0,0.0,OBEFAZIMOD (NCT04393038),1,first_drug,,False,0.0,0.0,1.2132713212273472,False,0.3357528420250298,0.0,0.0,162
NFKB1,ENSG00000109320,0.1494858445402531,0.0856640599341107,1.0,4.593796706788653,9.0,105.0615626544251,830,1203.700136571958,440,442.1851203644926,4821.0,15.0,0.0,0.0,0.0,EDASALONEXENT (NCT03917719),1,first_drug,,False,0.0,0.0,0.9950583584479473,False,0.07474292227012655,0.0,0.0,163
NFKB2,ENSG00000077150,0.2766331982519064,0.1921035716095686,0.9999999999993928,4.69916177442768,21.0,109.31603105579111,806,1185.345777690304,478,489.9166802242987,5090.0,15.0,0.0,0.0,0.0,EDASALONEXENT (NCT03917719),1,first_drug,,False,0.0,0.0,0.9756761083969566,False,0.1383165991259532,0.0,0.0,164
NR1H4,ENSG00000012504,0.5568290127170148,0.3930310324078381,0.5814416762898184,1.5969106297174462,23.0,58.51955215621115,487,576.936717114752,214,197.95997732304735,2703.0,7.0,0.0,0.0,0.0,URSODIOL (NCT00059202),1,first_drug,,False,0.0,0.0,1.0810265938290002,False,0.2784145063585074,0.0,0.0,165
OPRK1,ENSG00000082556,0.9416741419950722,0.6115527027216622,0.0010538205661951,0.5362941181271043,15.0,24.527730698014743,479,507.3228917868716,205,198.010900222641,1740.0,10.0,0.0,0.0,0.0,ATICAPRANT (NCT06514742); BUPRENORPHINE (NCT00270257); DIFELIKEFALIN (NCT05387707); DIFELIKEFALIN (NCT05978063); NAVACAPRANT (NCT06029439),5,first_drug,,False,0.0,0.0,1.03529654059196,False,0.4708370709975361,0.0,0.0,166
PDE9A,ENSG00000160191,0.8512221223653207,0.6865651375179196,4.829147829957822e-14,1.7417762740339204,60.0,87.39156231688793,665,778.9854372196091,272,279.4542826335455,5816.0,20.0,0.0,0.0,0.0,TOVINONTRINE (NCT04411082); TOVINONTRINE (NCT04474314),2,first_drug,,False,0.0,0.0,0.9733255738173086,False,0.42561106118266034,0.0,0.0,167
PGF,ENSG00000119630,0.7200181481956173,0.4349962065666765,0.1767409938799683,0.1365887887933546,11.0,25.2875768430728,230,234.90859084832417,105,97.92163772044267,2217.0,2.0,0.0,0.0,0.0,AFLIBERCEPT (NCT02980874); AFLIBERCEPT (NCT04049266); AFLIBERCEPT (NCT04603937); AFLIBERCEPT (NCT04611152),4,first_drug,,False,0.0,0.0,1.072285987493034,False,0.36000907409780863,0.0,0.0,168
PPARD,ENSG00000112033,0.2995910565663266,0.1517890798582283,0.9999917840449516,3.487478709584986,6.0,39.52853529123456,397,596.7573582651756,210,231.27113507335903,1915.0,4.0,0.0,0.0,0.0,ELAFIBRANOR (NCT02704403),1,first_drug,,False,0.0,0.0,0.9080251192324029,False,0.1497955282831633,0.0,0.0,169
PTGIR,ENSG00000160013,1.379639524504932,0.908360377808808,7.277686935989259e-06,0.3031730753371236,16.0,17.61415445992481,532,548.6506389375838,274,255.4085556967816,2409.0,4.0,0.0,0.0,0.0,ESUBERAPROST (NCT03657095); SELEXIPAG (NCT03689244),2,first_drug,,False,0.0,0.0,1.072791000491346,False,0.689819762252466,0.0,0.0,170
PTGS2,ENSG00000073756,0.3431556491028322,0.2195043602049604,0.9999991649555448,3.225229993133244,14.0,63.78005424096182,533,738.5090382733785,271,259.4865384578937,2282.0,6.0,0.0,0.0,0.0,INDOMETHACIN (NCT01774604); LORNOXICAM (NCT02626455); MESALAMINE (NCT01038739); NAPROXEN (NCT00418782),4,first_drug,,False,0.0,0.0,1.0443701689133078,False,0.1715778245514161,0.0,0.0,171
RARA,ENSG00000131759,0.2455884389709645,0.1168018755301378,0.9999995309492162,3.856048898387971,5.0,42.80753179095889,402,628.7032300234582,256,259.4996042653947,3547.0,5.0,0.0,0.0,0.0,TAMIBAROTENE (NCT01337154),1,first_drug,,False,0.0,0.0,0.9865140285076675,False,0.12279421948548225,0.0,0.0,172
RARB,ENSG00000077092,0.4909355010879019,0.3273002161781266,0.9879542119311612,3.3031141279411353,17.0,51.940081795571096,369,550.7593938778797,215,195.40054678538823,2491.0,11.0,0.0,0.0,0.0,TAMIBAROTENE (NCT01337154),1,first_drug,,False,0.0,0.0,1.100303983469085,False,0.24546775054395095,0.0,0.0,173
RELA,ENSG00000173039,0.3858822293992429,0.2468350210762872,0.999971677791792,2.788515884168542,14.0,56.718045676643015,559,736.431921098972,315,289.6907609388587,3132.0,1.0,0.0,0.0,0.0,EDASALONEXENT (NCT03917719),1,first_drug,,False,0.0,0.0,1.0873664005683736,False,0.19294111469962144,0.0,0.0,174
SERPINC1,ENSG00000117601,0.4484177138205567,0.2767644787341592,0.9980904939661652,2.7614943899952142,12.0,43.35816523451468,423,578.7723544277145,210,218.94791135056025,1634.0,4.0,0.0,0.0,0.0,ENOXAPARIN SODIUM (NCT00740545),1,first_drug,,False,0.0,0.0,0.9591322369993581,False,0.22420885691027834,0.0,0.0,175
SLC18A2,ENSG00000165646,0.7452213356933165,0.5573316319348155,9.20199420007727e-06,1.6426823731770064,33.0,59.21070707118884,569,668.592510537169,228,253.4786656572042,3476.0,15.0,0.0,0.0,0.0,DEUTETRABENAZINE (NCT03567291); LISDEXAMFETAMINE DIMESYLATE (NCT01436175),2,first_drug,,False,0.0,0.0,0.8994839838250503,False,0.37261066784665825,0.0,0.0,176
SLC22A12,ENSG00000197891,1.3265550812921505,1.061844963868949,1.2982540274781951e-20,0.9168734337400986,56.0,52.73839581623839,683,741.5422863575479,337,324.6462435030338,3665.0,19.0,0.0,0.0,0.0,ARHALOFENATE (NCT00814372),1,second_drug,ok,False,0.0,0.0,1.0380529784163381,False,0.6632775406460752,0.0,0.0,177
SLC6A3,ENSG00000142319,0.3957801307142773,0.2697283921951814,0.9999861224617904,3.321630888253529,19.0,70.44123106718102,613,838.5292095481246,368,356.6213696213036,3653.0,16.0,0.0,0.0,0.0,BICIFADINE (NCT00597649); LISDEXAMFETAMINE DIMESYLATE (NCT01436175),2,first_drug,,False,0.0,0.0,1.0319067541880045,False,0.19789006535713866,0.0,0.0,178
SMAD7,ENSG00000101665,0.3732181758375816,0.2068457126158981,0.9998537827006732,1.7904988592721842,8.0,38.67617026636462,477,577.9258557851198,327,265.1309703154819,2154.0,6.0,0.0,0.0,0.0,MONGERSEN SODIUM (NCT02641392),1,first_drug,,False,0.0,0.0,1.2333527071956156,False,0.1866090879187908,0.0,0.0,179
SNAP25,ENSG00000132639,0.2698318889349513,0.1044017959640883,0.9999547862274756,4.131200040162375,3.0,28.735137861344136,117,278.71417149569857,61,88.11047823350025,1483.0,5.0,0.0,0.0,0.0,BOTULINUM TOXIN TYPE A (NCT05028569),1,first_drug,,False,0.0,0.0,0.69231266499706,False,0.13491594446747565,0.0,0.0,180
SSTR2,ENSG00000180616,0.7919346417364783,0.4668815033758608,0.0952660543448205,2.0639094583475694,10.0,21.418711017021263,364,468.7770432173811,177,181.28709845792517,800.0,0.0,0.0,0.0,0.0,PASIREOTIDE (NCT01374451),1,second_drug,ok,False,0.0,0.0,0.9763518833144094,False,0.39596732086823916,0.0,0.0,181
TLR9,ENSG00000239732,1.1344607031535046,0.7731471029583229,7.218585780794932e-06,3.612098811605699,19.0,24.574883521259487,1065,1379.575330617235,579,609.802779909339,2705.0,3.0,0.0,0.0,0.0,COBITOLIMOD (NCT04985968); HYDROXYCHLOROQUINE SULFATE (NCT04329923),2,first_drug,,False,0.0,0.0,0.9494873081524512,False,0.5672303515767523,0.0,0.0,182
TNF,ENSG00000232810,0.6031986625713975,0.3211404085366778,0.83611460936656,1.9967782472209783,7.0,21.797319222132465,216,296.6370998282874,123,130.22710699247816,936.0,2.0,0.0,0.0,0.0,GOLIMUMAB (NCT01230827),1,first_drug,,False,0.0,0.0,0.9445038198314919,False,0.30159933128569877,0.0,0.0,183
TNFSF13B,ENSG00000102524,0.4954467255757074,0.2745874602300145,0.9831804738637392,2.0250733745091916,8.0,29.13461522714335,248,334.8933072881587,125,130.76996583247023,1393.0,2.0,0.0,0.0,0.0,TABALUMAB (NCT01202773); TABALUMAB (NCT01215942),2,first_drug,,False,0.0,0.0,0.9558769798880107,False,0.2477233627878537,0.0,0.0,184
TNNC2,ENSG00000101470,1.09163828355608,0.6982818544112404,0.0003637373487136,1.732596872989494,14.0,20.049210661222418,163,223.7702510347894,81,77.34513588735695,1504.0,9.0,0.0,0.0,0.0,RELDESEMTIV (NCT04944784),1,first_drug,,False,0.0,0.0,1.0472539620069437,False,0.54581914177804,0.0,0.0,185
TNNI2,ENSG00000130598,0.826234470399086,0.5285125548082923,0.0096914493644511,1.1779344585298557,14.0,26.489436954015652,205,248.54254690240512,126,97.62829301953111,1568.0,3.0,0.0,0.0,0.0,RELDESEMTIV (NCT04944784),1,first_drug,,False,0.0,0.0,1.2906094750093906,False,0.413117235199543,0.0,0.0,186
TYMS,ENSG00000176890,0.7704199414420684,0.5350060055174025,0.0010732734305607,2.826803403472957,21.0,39.251895835619585,273,406.66081262512137,171,162.19430231097112,2250.0,10.0,0.0,0.0,0.0,PEMETREXED (NCT05226598),1,second_drug,ok,False,0.0,0.0,1.054291042062291,False,0.3852099707210342,0.0,0.0,187
UGCG,ENSG00000148154,0.3425435967528576,0.2019450356068218,0.999992395848905,3.3291438268639637,10.0,49.51842450571334,312,483.67242975059247,182,158.2323048662347,2292.0,10.0,0.0,0.0,0.0,VENGLUSTAT (NCT02906020); VENGLUSTAT (NCT03523728),2,first_drug,,False,0.0,0.0,1.1502076023847208,False,0.1712717983764288,0.0,0.0,188
VEGFA,ENSG00000112715,0.5846185283347473,0.4023247879265474,0.4046458209077189,0.879071826863735,20.0,49.71108069943582,505,553.4922649380051,219,223.41722582086328,2796.0,8.0,0.0,0.0,0.0,AFLIBERCEPT (NCT02980874); AFLIBERCEPT (NCT04049266); AFLIBERCEPT (NCT04603937); AFLIBERCEPT (NCT04611152); BEVACIZUMAB (NCT00946712); BEVACIZUMAB (NCT01012297),6,first_drug,,False,0.0,0.0,0.9802288037342071,False,0.29230926416737363,0.0,0.0,189
MUC5AC,ENSG00000215182,1.0622766088513609,0.9309244543799968,4.474212675253393e-50,-9.737246489753892,158.0,169.7237614251194,4359,3089.8882138259237,1975,1236.9946090566175,30794.0,212.0,87.0,2.0,10.7847,CLIVATUZUMAB TETRAXETAN (NCT01956812),1,first_drug,,False,0.07033175356063172,0.028156358411515453,1.5966116469223868,True,0.5311383044256804,1.0,0.5311,190
DRD4,ENSG00000069696,1.6299264875973367,1.1746694306580123,1.0280908139937256e-10,-4.75889174564733,26.0,22.133886624967868,913,632.396605574334,455,306.7300884356564,4298.0,18.0,8.0,1.0,0.6443,HALOPERIDOL (NCT03628391),1,first_drug,,False,0.02608156259074721,0.012650289279675226,1.4833888723487476,True,0.8149632437986684,0.3708362335692764,0.3022,191
HSP90AA1,ENSG00000080824,0.3640579363422011,0.2455079890800665,0.9999990313048108,2.454949269390544,18.0,73.31736970127571,704,874.1916195235511,477,296.8924034126991,4404.0,17.0,1.0,0.0,0.1203,GANETESPIB (NCT01798485),1,first_drug,,False,0.0033682236005544985,0.0011439139631022961,1.6066426574644959,True,0.18202896817110056,0.04789051075842741,0.0087,192
TSLP,ENSG00000145777,1.5664521476402535,0.9668179885443776,7.048325843013238e-05,-1.003409812692918,12.0,12.411850153995342,222,189.6037917165383,97,69.5208377369234,1175.0,4.0,0.0,0.0,0.0,TEZEPELUMAB (NCT03809663),1,first_drug,,False,0.0,0.0,1.3952651198919899,True,0.7832260738201268,0.0,0.0,193
CALCA,ENSG00000110680,1.3274459943439068,0.5800811646235369,0.0949807134224893,0.138147116047296,4.0,6.895586762579913,174,178.32554598944674,78,69.9960414133157,952.0,5.0,2.0,0.0,0.0338,FREMANEZUMAB (NCT02945046); FREMANEZUMAB (NCT03107052),2,first_drug,,True,0.028573044412473447,0.01121544301969141,1.1143487320864645,False,0.6637229971719534,0.40626094140879265,0.2696,194
SSTR5,ENSG00000162009,14.149135053957847,2.982617863369787,0.1180657243993055,0.4969628102234213,1.0,0.3352759373841446,516,543.1568151432514,256,263.10423879184555,1376.0,8.0,4.0,0.0,0.61,PASIREOTIDE (NCT01374451),1,second_drug,ok,True,0.015203099799409134,0.007364355722840458,0.9729983871621846,False,1.0,0.21616267233125105,0.2162,195
MTNR1B,ENSG00000134640,1.8810563779635867,1.001466434167114,0.0022660547945759,0.1649181837949082,7.0,6.989749991792451,478,486.52933928424665,226,208.20289418925057,1666.0,5.0,3.0,0.0,0.5481,PIROMELATINE (NCT05267535),1,first_drug,,True,0.014409021602135292,0.00616612351562071,1.0854796273608587,False,0.9405281889817934,0.20487220739795062,0.1927,196
MTNR1A,ENSG00000168412,2.3959913824108696,1.2756156456277126,0.0009265121453134,0.4620767261255031,7.0,5.487546365547593,441,464.34681597337374,196,202.72879655082673,1298.0,5.0,2.0,0.0,0.0324,PIROMELATINE (NCT05267535),1,first_drug,,True,0.009865396697595322,0.004307125474323663,0.9668088763643415,False,1.0,0.14026945438080887,0.1403,197
ADORA3,ENSG00000282608,1.354961828890992,0.5242540048078134,0.1662564566355973,0.9946422096436752,3.0,5.722416943862493,343,388.9973189974113,168,152.32820652436394,929.0,5.0,2.0,0.0,0.1371,ADENOSINE (NCT00612521); CAFFEINE CITRATE (NCT03340727),2,first_drug,,True,0.01312954472210708,0.005141423609691535,1.1028817566569948,False,0.677480914445496,0.18668018437487613,0.1265,198
S1PR4,ENSG00000125910,11.75701337733624,2.4783619624375306,0.1222047393236077,-0.6713400535605777,1.0,0.4034923127275868,595,557.8222746616224,296,266.70072876025756,1611.0,3.0,1.0,0.0,0.0118,ETRASIMOD (NCT04173273); FINGOLIMOD HYDROCHLORIDE (NCT00731692),2,first_drug,,True,0.003749521062984868,0.0017926856732399306,1.109858234643521,False,1.0,0.05331192346501747,0.0533,199
CXCR2,ENSG00000180871,1.7235052871274334,0.5475100966270133,0.1892926895545214,1.9912922749412745,2.0,3.6529006721906776,351,450.0508307524567,203,193.333406061708,844.0,3.0,0.0,0.0,0.0,REPARIXIN (NCT05254990),1,first_drug,,True,0.0,0.0,1.049999605009838,False,0.8617526435637167,0.0,0.0,200
IL17A,ENSG00000112115,0.6587259123898616,0.1388585002451426,0.8412823060632278,0.1849217308948201,1.0,7.201575692050443,191,197.0870849463001,90,77.73289336079515,762.0,1.0,0.0,0.0,0.0,SECUKINUMAB (NCT01032915); SECUKINUMAB (NCT04181762),2,first_drug,,True,0.0,0.0,1.157811012929461,False,0.3293629561949308,0.0,0.0,201
P2RY12,ENSG00000169313,1.7352764860835943,0.6714031553366677,0.0917572858775325,1.0941853576155307,3.0,4.468254246579588,356,407.8098180321015,148,154.05409386013886,747.0,2.0,0.0,0.0,0.0,PRASUGREL (NCT01794000),1,first_drug,,True,0.0,0.0,0.9607015061499424,False,0.8676382430417972,0.0,0.0,202
ADRB1,ENSG00000043591,,,,1.1863836833011454,,,635,709.0735461435992,365,347.2505449068685,,,,,,METOPROLOL SUCCINATE (NCT02587351),1,first_drug,,,,,1.051114261312079,False,,,,203
CCR2,ENSG00000121807,,,,0.6514814236886147,,,408,440.04367037260266,183,177.07204313698995,,,,,,CENICRIVIROC (NCT03028740),1,first_drug,,,,,1.0334776555236558,False,,,,204
CCR5,ENSG00000160791,,,,-0.8766462115894839,,,464,421.78542011068646,194,168.10995870753536,,,,,,CENICRIVIROC (NCT03028740),1,first_drug,,,,,1.154006588851206,False,,,,205
CXCR1,ENSG00000163464,,,,0.4373930533948875,,,419,440.5253216322824,180,184.68656353602427,,,,,,REPARIXIN (NCT05254990),1,first_drug,,,,,0.9746242312039656,False,,,,206
GRIN3B,ENSG00000116032,1.4110217162090772,1.1673505486104854,2.1402671275409176e-30,-2.39899338126845,77.0,65.96133448658952,1787,1564.5099736792658,823,749.7281462469969,,,,,,AMANTADINE (NCT04952519); AV-101 (NCT05036135); AV-101 (NCT05557942),3,first_drug,,False,,,1.0977312298061488,False,0.7055108581045386,,,207
S1PR5,ENSG00000180739,,,,-0.2012535151936779,,,583,571.7169544844,307,284.7352602067742,,,,,,ETRASIMOD (NCT04173273); FINGOLIMOD HYDROCHLORIDE (NCT00731692),2,first_drug,,,,,1.0781945298136142,False,,,,208
SSTR3,ENSG00000278195,,,,1.7458518733180717,,,504,604.6595996907394,281,269.2532956387387,1316.0,6.0,2.0,0.0,0.0644,PASIREOTIDE (NCT01374451),1,second_drug,no_lof_constraint,,0.0074279499356005325,0.0033076461549984898,1.0436269659518749,False,,,,209
